index,comment_count,day_of_week,likes_followers_ratio,tags_value,object1,object1_l,object1_t,object1_r,object1_b,object2,object2_l,object2_t,object2_r,object2_b,object3,object3_l,object3_t,object3_r,object3_b,hour
1719,3,4,0.005669291,0,0,0.417,0.717,0.486,0.994,14,0.322,0,0.714,0.96,-1,-1,-1,-1,-1,20
1720,3,4,0.004645669,0,2,0.138,0.923,0.223,0.988,2,0.222,0.917,0.295,0.973,2,0.014,0.923,0.157,0.999,7
1721,9,3,0.008976378,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
1722,4,3,0.003425197,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
1723,4,2,0.003622047,0,11,0.031,0.095,0.218,0.686,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
1724,3,1,0.004645669,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
1725,0,1,0.003622047,0,0,0.388,0,0.799,0.312,75,0.422,0.373,0.642,0.839,71,0,0.358,0.255,0.466,12
1726,4,7,0.005,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
1727,3,7,0.004409449,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
1728,2,7,0.005,0,56,0.137,0.115,0.878,0.879,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
1729,2,6,0.003425197,0,0,0.233,0.012,0.79,1,0,0.289,0.158,0.362,0.392,0,0.231,0.163,0.302,0.377,18
1730,6,5,0.005866142,0,0,0.573,0.344,0.81,0.998,0,0.703,0.156,0.814,0.502,0,0.414,0.116,0.622,0.986,19
1731,3,5,0.002637795,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
1732,13,4,0.004133858,0,0,0.351,0.666,0.467,0.943,2,0.715,0.765,0.843,0.85,0,0.164,0.623,0.244,0.831,18
1733,4,3,0.004173228,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
1734,5,2,0.005944882,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
1735,14,2,0.005984252,4268900,27,0.674,0.258,0.849,0.635,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
1736,1,7,0.004370079,11300000,0,0.157,0.048,0.667,0.856,16,0.491,0.458,0.697,0.771,-1,-1,-1,-1,-1,19
1737,5,6,0.00511811,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13
1738,2,4,0.003149606,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
1739,5,3,0.00511811,0,0,0.239,0.098,0.844,0.998,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12
1740,12,2,0.004330709,0,0,0.789,0.436,0.899,0.796,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
1741,1,1,0.004055118,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
1742,2,7,0.003740157,0,0,0.458,0.376,0.576,0.794,0,0.761,0.435,0.785,0.504,0,0.785,0.437,0.808,0.503,21
1743,8,7,0.004370079,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
1744,8,6,0.004488189,0,0,0.029,0.126,0.873,0.873,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
1745,9,4,0.004645669,94144700,0,0.055,0,0.755,0.974,67,0.496,0.01,0.617,0.179,-1,-1,-1,-1,-1,21
1746,5,4,0.003307087,843100000,0,0.334,0.186,0.589,0.915,2,0.038,0.206,0.377,0.593,0,0.347,0.183,0.385,0.28,15
1747,2,3,0.002519685,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
1748,5,2,0.001889764,0,74,0.326,0.006,0.765,0.184,0,0.409,0.697,0.6,0.998,-1,-1,-1,-1,-1,21
1749,8,2,0.00476378,0,59,0.015,0.118,0.978,0.996,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
1750,11,2,0.003070866,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
1751,2,7,0.002637795,0,0,0.434,0.131,0.531,0.466,0,0.166,0.372,0.717,0.968,56,0.065,0.378,0.639,0.957,20
1752,1,5,0.002598425,0,0,0.573,0.441,0.663,0.753,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
1753,2,4,0.003110236,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
1754,1,4,0.002677165,0,2,0.69,0.835,0.853,0.874,2,0.339,0.835,0.632,0.874,2,0.868,0.829,0.993,0.88,16
1755,5,3,0.003188976,0,55,0,0,1,0.915,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
1756,6,3,0.002165354,0,60,0.039,0.095,0.938,0.982,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13
1757,4,2,0.004448819,0,0,0.04,0.073,1,0.931,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
1758,6,2,0.004212598,0,0,0.25,0.059,0.606,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
1759,4,2,0.003188976,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
1760,3,1,0.00484252,0,0,0.846,0.434,0.924,0.744,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
1761,9,7,0.005708661,0,15,0.511,0.428,0.883,0.824,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
1762,2,7,0.002716535,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15
1763,1,7,0.002755906,0,2,0.588,0.756,0.846,0.863,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
1764,8,6,0.004330709,0,0,0.597,0.344,0.756,0.965,0,0.826,0.407,0.936,0.707,0,0.378,0.411,0.528,0.939,19
1765,6,5,0.003188976,0,45,0.467,0.263,0.97,0.737,45,0.008,0.265,0.444,0.723,60,0,0.078,1,0.922,13
1766,3,5,0.00484252,0,7,0.484,0.753,0.524,0.788,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
1767,13,4,0.003897638,0,0,0.406,0.101,0.623,0.923,26,0.572,0.379,0.667,0.649,10,0.403,0.174,0.611,1,20
1768,3,4,0.002716535,0,0,0.276,0.542,0.288,0.575,0,0.248,0.54,0.265,0.588,0,0.361,0.515,0.447,0.823,10
1769,1,2,0.002952756,0,45,0.198,0.401,0.934,1,60,0.104,0,0.906,1,0,0.147,0,0.462,0.58,22
1770,4,2,0.003464567,0,0,0.018,0,0.644,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
1771,2,1,0.002913386,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
1772,2,7,0.004173228,0,0,0.617,0.531,0.658,0.687,7,0.945,0.51,0.995,0.546,-1,-1,-1,-1,-1,21
1773,5,7,0.002637795,0,53,0.084,0.05,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13
1774,0,6,0.003188976,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16
1775,10,4,0.005748031,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12
1776,2,3,0.002716535,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
1777,7,1,0.002283465,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
1778,13,1,0.005433071,0,0,0.507,0.2,0.745,1,45,0.324,0.837,0.406,0.894,58,0.326,0.106,0.538,0.25,17
1779,2,7,0.002322835,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
1780,5,7,0.003740157,0,0,0.347,0,0.576,0.968,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
1781,1,5,0.002598425,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
1782,3,4,0.004173228,0,0,0.207,0,0.775,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
1783,3,4,0.004566929,0,0,0.147,0.3,0.315,0.905,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
1784,1,3,0.002125984,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
1785,4,2,0.003110236,0,27,0.234,0.153,0.441,0.709,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15
1786,4,1,0.002519685,0,0,0.544,0.134,0.978,0.875,0,0.006,0.101,0.354,0.911,-1,-1,-1,-1,-1,21
1787,0,1,0.002322835,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16
1788,6,7,0.005511811,0,0,0.044,0,0.748,1,0,0.366,0.001,0.944,1,59,0.226,0,0.877,1,21
1789,6,7,0.00476378,0,0,0.082,0.099,0.993,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14
1790,1,7,0.002480315,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
1791,1,7,0.001574803,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
1792,0,5,0.001968504,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13
1793,0,4,0.002283465,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
1794,0,4,0.001417323,0,0,0.015,0,0.965,1,16,0.007,0.002,0.679,0.979,-1,-1,-1,-1,-1,8
1795,0,3,0.001377953,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
1796,17,3,0.007322835,0,0,0.354,0,0.653,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15
1797,6,3,0.004370079,0,0,0.4,0.168,0.62,0.968,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
1798,4,2,0.002322835,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
1799,4,2,0.003425197,0,0,0.403,0.059,0.566,0.652,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15
1800,2,1,0.003188976,0,0,0.364,0.143,0.762,0.826,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
1801,3,1,0.002165354,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8
1802,2,7,0.002362205,0,0,0.252,0,0.769,1,56,0.124,0.511,0.318,1,-1,-1,-1,-1,-1,16
1803,1,6,0.002559055,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
1804,4,5,0.002598425,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
1805,8,4,0.005275591,0,0,0.215,0.019,0.774,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
1806,10,1,0.004527559,0,0,0,0.018,0.806,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
1807,11,1,0.005472441,0,0,0.224,0.056,0.682,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
1808,3,1,0.001850394,0,0,0.28,0.415,0.42,0.816,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15
1809,1,1,0.001181102,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
1810,3,7,0.002519685,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
1811,2,5,0.00515748,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
1812,3,2,0.002637795,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
1813,2,7,0.001850394,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
1814,0,7,0.002637795,0,14,0.543,0.714,0.581,0.723,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12
1815,5,6,0.001929134,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
1816,2,4,0.002559055,0,0,0.577,0.505,0.644,0.747,5,0,0.283,1,0.733,-1,-1,-1,-1,-1,22
1817,11,4,0.004370079,0,0,0.139,0.325,0.182,0.498,0,0.23,0.264,0.581,0.811,0,0.826,0.334,0.875,0.485,19
1818,6,4,0.002007874,0,75,0.42,0.722,0.683,0.997,0,0.437,0.001,0.681,0.279,-1,-1,-1,-1,-1,9
1819,1,3,0.002047244,0,32,0.108,0.626,0.377,0.787,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13
1820,3,2,0.001377953,0,75,0.155,0.262,0.443,0.744,75,0.562,0.269,0.853,0.732,-1,-1,-1,-1,-1,17
1821,6,1,0.003622047,0,0,0.062,0,0.73,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
1822,0,7,0.002322835,0,16,0.126,0.463,0.575,0.979,0,0.632,0.584,0.647,0.622,-1,-1,-1,-1,-1,19
1823,0,5,0.003700787,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
1824,1,5,0.001889764,0,75,0.451,0.579,0.673,0.963,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
1825,5,3,0.002559055,0,0,0.251,0,0.852,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13
1826,6,7,0.003897638,0,0,0.456,0.305,0.666,0.971,2,0.341,0.428,0.463,0.473,0,0.834,0.409,0.856,0.467,16
1827,3,6,0.002637795,0,0,0.334,0.523,0.47,0.978,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
1828,6,4,0.003070866,0,28,0.201,0.263,0.812,0.431,28,0.228,0.029,0.742,0.263,0,0.345,0.851,0.755,0.999,16
1829,0,4,0.002047244,0,75,0.349,0.352,0.654,0.962,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
1830,2,1,0.000826772,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
1831,6,7,0.002716535,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
1832,4,5,0.001496063,0,0,0.757,0.67,0.807,0.815,0,0.623,0.651,0.718,0.765,0,0.628,0.519,0.719,0.615,17
1833,9,4,0.002401575,0,0,0.564,0.749,0.829,0.992,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
1834,0,3,0.001181102,0,0,0.011,0.417,0.431,1,0,0.563,0.523,0.981,1,0,0.473,0.501,0.727,1,15
1835,3,2,0.001417323,0,0,0.369,0.393,0.441,0.619,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
1836,1,2,0.001889764,0,49,0.392,0.492,0.576,0.653,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16
1837,4,1,0.001417323,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13
1838,7,7,0.004606299,0,0,0.367,0.465,0.608,0.859,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
1839,0,7,0.001456693,0,0,0.233,0.228,0.517,0.663,67,0.389,0.425,0.45,0.509,0,0.264,0.658,0.511,0.904,2
1840,3,6,0.001692913,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
1841,2,6,0.001614173,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16
1842,0,4,0.002677165,0,2,0.468,0.289,0.522,0.325,7,0.115,0.236,0.295,0.356,2,0.534,0.288,0.558,0.307,21
1843,1,2,0.002755906,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16
1844,0,6,0.001968504,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16
1845,1,3,0.001771654,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
1846,0,2,0.000866142,0,27,0.065,0.174,0.278,0.632,39,0.3,0.514,0.4,0.874,-1,-1,-1,-1,-1,19
1847,1,2,0.002874016,108774600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16
1848,5,2,0.002047244,0,60,0,0,1,1,41,0.426,0.29,0.978,0.913,-1,-1,-1,-1,-1,9
1849,6,1,0.002322835,671500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14
1850,3,7,0.002362205,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
1851,0,6,0.002204724,0,41,0.054,0.489,0.226,0.628,0,0.005,0.204,0.889,0.788,0,0.398,0.079,1,0.916,10
1852,4,5,0.002598425,0,0,0.428,0.604,0.57,0.943,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
1853,5,5,0.002047244,0,0,0.547,0.386,0.984,1,0,0.006,0.538,0.596,0.965,0,0.325,0.51,0.536,0.698,14
1854,2,4,0.002559055,566548300,0,0.694,0.723,0.736,0.823,0,0.907,0.757,0.952,0.835,0,0.412,0.685,0.473,0.832,19
1855,2,3,0.003503937,0,0,0.101,0.367,0.989,0.962,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
1856,3,3,0.003700787,0,0,0.333,0,0.978,1,0,0.062,0.003,0.63,0.974,-1,-1,-1,-1,-1,14
1857,1,3,0.002362205,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
1858,4,1,0.002047244,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12
1859,3,7,0.003031496,0,0,0.243,0.037,0.767,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
1860,2,7,0.002007874,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16
1861,2,6,0.002204724,0,0,0.278,0.318,0.308,0.347,0,0.521,0.26,0.7,0.621,0,0.196,0.315,0.231,0.366,9
1862,0,5,0.001692913,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
1863,15,5,0.005787402,0,0,0.388,0.144,0.587,0.94,0,0.236,0.33,0.247,0.359,0,0.199,0.328,0.212,0.364,16
1864,2,5,0.002559055,0,0,0.013,0.168,0.339,0.838,0,0.316,0.235,0.668,0.851,0,0.626,0.14,1,0.952,9
1865,0,5,0.001929134,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8
1866,2,4,0.001496063,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
1867,3,4,0.002795276,0,0,0.323,0.246,0.5,0.955,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
1868,3,3,0.001456693,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
1869,10,2,0.005787402,0,0,0.371,0.032,0.624,0.948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
1870,5,2,0.002125984,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
1871,2,1,0.001850394,0,16,0,0.085,0.804,0.916,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
1872,0,7,0.002559055,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
1873,9,7,0.00476378,0,0,0.187,0.229,0.428,1,0,0.669,0.433,0.68,0.446,0,0.691,0.431,0.701,0.446,20
1874,0,6,0.001377953,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
1875,0,6,0.002401575,0,0,0.717,0.487,0.932,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15
1876,1,1,0.001771654,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
1877,6,7,0.002755906,0,0,0.405,0.415,0.564,0.993,26,0.378,0.639,0.436,0.769,-1,-1,-1,-1,-1,18
1878,0,7,0.001496063,0,0,0.817,0.369,0.987,0.968,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14
1879,8,5,0.003582677,0,0,0.341,0.021,0.534,0.981,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13
1880,1,4,0.002047244,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
1881,4,1,0.001889764,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
1882,2,7,0.002519685,0,0,0.209,0.457,0.464,1,0,0.006,0.448,0.235,0.999,26,0.328,0.73,0.428,0.98,21
1883,0,6,0.002677165,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
1884,5,4,0.002559055,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
1885,1,4,0.001771654,47200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
1886,3,2,0.002874016,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
1887,2,2,0.002795276,224114300,0,0.521,0.361,0.711,0.978,26,0.636,0.533,0.713,0.76,-1,-1,-1,-1,-1,16
1888,4,2,0.002244094,224114300,0,0.331,0.35,0.601,0.972,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
1889,2,7,0.001338583,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
1890,2,7,0.001456693,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
1891,6,5,0.003188976,1,0,0.087,0.517,0.616,0.978,0,0.172,0.049,0.641,0.496,-1,-1,-1,-1,-1,16
1892,4,5,0.001456693,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
1893,1,4,0.001102362,0,0,0.075,0.477,0.283,0.943,0,0.525,0.408,0.902,0.981,0,0.245,0.585,0.558,0.951,20
1894,2,2,0.001692913,257137,60,0.01,0,0.963,0.968,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
1895,0,7,0.001141732,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
1896,1,7,0.001614173,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
1897,1,7,0.001299213,7569500,0,0.605,0.622,0.682,0.884,13,0.347,0.833,0.617,0.998,13,0.667,0.701,0.707,0.751,16
1898,5,3,0.001968504,16500000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
1899,0,2,0.001811024,0,60,0,0.112,1,0.869,45,0.033,0.144,0.683,0.781,-1,-1,-1,-1,-1,8
1900,0,1,0.001653543,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
1901,0,1,0.002874016,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
1902,2,7,0.002165354,0,0,0.451,0.244,0.661,0.855,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
1903,1,7,0.001850394,0,0,0.106,0,0.785,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
1904,4,5,0.001574803,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
1905,3,4,0.002755906,0,0,0.189,0,0.689,0.959,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
1906,2,4,0.001889764,110300,0,0.398,0,0.613,0.958,34,0.444,0.013,0.628,0.971,-1,-1,-1,-1,-1,15
1907,6,3,0.001929134,2514474,0,0.489,0.145,0.792,0.97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
1908,1,3,0.001732283,2514476,0,0.53,0.232,0.959,0.765,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
1909,0,2,0.001062992,567200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
1910,7,2,0.002362205,2514474,0,0.731,0.266,0.929,0.961,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
1911,0,2,0.001929134,2514476,0,0.318,0.281,0.541,0.858,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12
1912,1,2,0.001299213,0,41,0.375,0.555,0.541,0.77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8
1913,6,1,0.002440945,614300,2,0.108,0.531,0.265,0.661,2,0.074,0.523,0.169,0.626,0,0.307,0.32,0.477,0.995,19
1914,9,1,0.003346457,0,2,0.151,0.544,0.232,0.635,2,0.631,0.556,0.771,0.618,2,0.466,0.569,0.547,0.608,13
1915,1,7,0.001574803,0,73,0.151,0.453,0.818,0.983,0,0.164,0.084,0.822,0.809,-1,-1,-1,-1,-1,22
1916,1,7,0.001929134,0,0,0.599,0.771,0.641,0.874,0,0.509,0.792,0.56,0.874,0,0.677,0.791,0.712,0.876,20
1917,3,7,0.001574803,0,0,0.13,0.832,0.334,0.996,0,0.466,0.874,0.563,0.998,25,0.685,0.528,0.946,0.82,0
1918,5,5,0.001968504,0,0,0.069,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
1919,8,4,0.003228346,0,0,0.206,0,0.781,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
1920,5,3,0.002165354,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
1921,0,3,0.001456693,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8
1922,9,2,0.002283465,0,0,0.099,0.07,0.802,1,67,0.476,0.28,0.612,0.481,41,0.48,0.278,0.621,0.48,19
1923,1,7,0.000669291,0,60,0,0,1,0.956,45,0.196,0.161,0.895,0.933,-1,-1,-1,-1,-1,20
1924,7,5,0.001417323,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8
1925,2,4,0.001299213,0,0,0.103,0.038,0.798,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
1926,1,3,0.000944882,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
1927,4,2,0.001496063,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
1928,1,1,0.001377953,0,0,0,0,0.916,0.939,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
1929,2,1,0.001496063,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8
1930,3,7,0.001023622,0,0,0.477,0.316,0.608,0.965,0,0.12,0.303,0.348,0.939,0,0.321,0.326,0.504,0.947,21
1931,1,7,0.000787402,0,0,0.293,0.932,0.366,1,0,0.375,0.883,0.623,0.997,0,0.203,0.925,0.307,0.999,18
1932,11,5,0.003110236,0,0,0.247,0.408,0.62,0.987,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15
1933,0,4,0.001653543,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
